id,product_id,bidder_id,max_price,created_at
e52c9c81-73a1-400b-951f-5fad52b23433,9405ef0f-2f13-44eb-a7b1-e8a1509437ea,ac285fd8-a4a1-40ac-8286-c8d6173f057a,3900,11/14/2025
879d9183-141e-483a-84eb-2e734bc05fec,507fca07-2e1d-4b1f-93b7-625ae80843c7,76c91bb9-8fc0-465c-8ec7-5716c05004a8,2482,4/2/2025
5ea02bb5-67fd-4d61-beaf-cb00178768f0,062ec88c-253d-4e0e-8a78-6cfa75db21d4,a155ec1d-c375-47e3-865a-e154f17a3ced,6903,12/23/2024
873dfc6c-9a98-45c6-a2a9-83d5c3224f7b,646d2f1c-1228-4238-a49a-652704c25018,14de0956-48d5-4aac-a4ed-5353150ae13c,2947,2/23/2025
e72ed920-b6fc-46e6-b0d1-8e67c18f0a55,1b6647a9-a75a-4e05-a377-c98c5eccbfc0,ac285fd8-a4a1-40ac-8286-c8d6173f057a,2517,12/24/2024
1dbbc136-f086-41ec-b656-6958efbb98c0,63f16e7b-0b02-4a08-b33a-70c4c015b709,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,1434,9/12/2025
f74e7045-cb83-4d4c-b982-d8d69b8a3bc6,a4f9149e-a8f9-469a-9a7d-d798d5195c37,1b2529fc-0ef1-433b-9d87-a2df61c453fc,3911,3/19/2025
b7a2fe76-7ff6-4a84-ae7d-b6cbe63b7a7e,0a6105e2-1a8b-41d0-a000-12c9b3681436,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,1671,3/21/2025
529cd692-b6aa-4e41-a5f1-c516738184b8,79d1773a-dac9-479a-b0f0-c02b388946b8,153ff855-cd4e-41f7-9232-d0d2c3a514a4,6980,12/25/2024
c765ad8e-d5f9-4271-81ca-afe69ee0163d,a4f9149e-a8f9-469a-9a7d-d798d5195c37,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,5571,12/14/2024
8eb2a18e-7d1b-41fb-962e-74420c45a385,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,d3a5488c-25f9-4dad-93b7-df54b25937b8,8524,5/7/2025
2ef1cfcb-23ab-4ace-8778-8a32b0ddccc3,6f0c4513-ddf6-4617-a4b4-deb1208479ad,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,2318,3/7/2025
b6e1e6a1-18a3-4103-bccd-165c5c502cc4,720c177c-377a-446d-aa3c-bb6d247682a8,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,9029,6/10/2025
32f087b6-298d-41b7-be3f-4366bdd8beed,1583d3b8-078a-4e44-b850-5990cb524823,1b2529fc-0ef1-433b-9d87-a2df61c453fc,4039,2/25/2025
53197ac2-b8e6-4267-8aa3-d5f59afab3b1,38b33fff-9988-418e-b878-009b434a8f0c,76c91bb9-8fc0-465c-8ec7-5716c05004a8,7843,10/26/2025
34a133bb-e060-497c-80d7-9a0ab992db8f,432b49b3-69ed-4b6e-946e-67fe99f4395d,d3a5488c-25f9-4dad-93b7-df54b25937b8,4182,6/16/2025
d2992e49-3006-4b10-917a-e1e2b2dfb8bb,e203deb7-9fd9-45d7-bb6a-4edbd0a939a9,79929588-7af9-4046-a39a-52feee2415e4,3782,2/20/2025
c036004d-b7ca-4838-b789-4e7adbd7a7cb,726aa3eb-6e0c-470f-8c14-45987ae3656d,5fb6ac68-bf51-41a0-a82f-a9a85e494079,2753,9/25/2025
22a1ed06-e48e-40dc-9233-d3b99db92daa,92c3e702-ed61-4a62-8dc8-7c06d8d0adb8,1b2529fc-0ef1-433b-9d87-a2df61c453fc,5401,9/16/2025
81254087-0f12-4028-b6dd-a72e9fff7718,be21eec2-b6d7-4634-b0ae-800ef1eb2817,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,6160,6/9/2025
ad479ff7-528e-4fd4-a89c-66fba4c7c29d,eea2ec37-3f11-481b-bd33-27d29880a4b9,14de0956-48d5-4aac-a4ed-5353150ae13c,6090,5/10/2025
96ec920c-0299-4e5c-b707-c998aa6b77ba,0835d9c7-1090-4ec2-ad68-066ea3899e17,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,7293,11/19/2025
556959de-3b4d-4958-a00f-419bcb19bb6b,11796208-3356-4117-8007-291b9054654f,5fb6ac68-bf51-41a0-a82f-a9a85e494079,5256,2/22/2025
f0257c84-6173-4f8f-aa78-1378bbc8bb81,9dce88f5-c6ae-476b-a790-25d9bf2a5de1,639f899b-a662-4a29-841e-bb2e7bb1ea8f,2763,3/14/2025
b18dcd16-6442-4e39-8a1b-3323bdb728c7,8cb8899d-40ed-4473-8677-b4aacaaec4d4,a3d7486c-6628-42e7-8a54-f326ba5f6775,5862,5/21/2025
430f7b0a-9c47-4680-9d60-b161a5fd4f41,a745e358-2ba9-4e8b-b8e4-1c8ca6eebe8c,639f899b-a662-4a29-841e-bb2e7bb1ea8f,1781,5/4/2025
dd42b3b3-e888-4096-9a93-88304e4780d9,13c46dc4-832f-4805-82d0-02aaec717f00,639f899b-a662-4a29-841e-bb2e7bb1ea8f,1799,6/9/2025
8c486c5a-dd99-494f-9724-f92e55eda153,ce7e026d-0825-423e-82f0-f6aadad80d76,ac285fd8-a4a1-40ac-8286-c8d6173f057a,3133,1/29/2025
63277def-2631-4422-af57-506eaa091f39,3eb9e753-9c15-4c10-b707-a789c06740b0,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,2167,12/24/2024
2f66a530-0658-43a7-9a3f-825ecdce259c,9abba02d-a0d8-4dc3-9b37-bac9f608ae05,ac285fd8-a4a1-40ac-8286-c8d6173f057a,3737,6/25/2025
02bcf1cb-a3b9-403e-9271-387306689bea,0a6105e2-1a8b-41d0-a000-12c9b3681436,79929588-7af9-4046-a39a-52feee2415e4,2331,11/18/2025
c026a327-bfd3-4b30-b14d-eca92f37c3a6,96f7fac2-0edd-48d4-8f0e-f9701d30c313,11393531-e33a-4a41-a5d9-518cd668ba71,1790,1/31/2025
edb46a7e-4e90-4ef3-96ba-07ba1eab2d13,50458072-4d51-487a-9598-8b2b8febd67a,76c91bb9-8fc0-465c-8ec7-5716c05004a8,3223,7/13/2025
0aff179a-3894-42f2-b53f-88deddb18890,0ffcf979-ef11-4214-a1d2-cda91761f49a,d3a5488c-25f9-4dad-93b7-df54b25937b8,4893,3/3/2025
8c045dbb-ad6a-4009-a4bc-4c58d5fe141f,b5ac83a0-172a-4e60-b280-bffe680f3bf5,ac285fd8-a4a1-40ac-8286-c8d6173f057a,3130,2/5/2025
70c18fc3-6c1a-4ea8-b01f-20497bbe165d,bc04662a-8895-4966-ba1b-0be5a8ded8bf,ac285fd8-a4a1-40ac-8286-c8d6173f057a,3329,6/1/2025
7ae07398-a0d6-4215-b4cd-fe5bfb8ffcab,80eabc49-bd17-4ab0-87f0-b0991c71b0f3,14de0956-48d5-4aac-a4ed-5353150ae13c,640,11/3/2025
7fd5026f-3a1a-4616-8b80-2a50eff6a44c,88202009-d26e-48a3-b654-3b6743d74bdb,ac285fd8-a4a1-40ac-8286-c8d6173f057a,3401,9/25/2025
a444bd33-3bbb-4ebd-9223-260be7383408,4fe6c49f-787f-4aa8-b54e-d7f9440aa8aa,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,5958,2/17/2025
e0a3870c-c445-49f3-bf28-c514ac8ab020,5de0988e-0341-4786-9713-afea8d83e213,639f899b-a662-4a29-841e-bb2e7bb1ea8f,4336,5/9/2025
00df7cfa-dc30-492d-8678-728fc202c661,61419e9c-ff17-4ab4-8efc-b11aac3000cf,ac285fd8-a4a1-40ac-8286-c8d6173f057a,4988,11/25/2025
bc4e91d6-b46b-4104-bd54-674b0f919265,d1ee9e76-e358-4999-9ef0-b8bad639528b,76c91bb9-8fc0-465c-8ec7-5716c05004a8,4223,6/9/2025
1fcaab97-d5f3-429d-ac0d-4a54a0848532,d0eea1d0-9f63-4103-88cd-c98e1e1c1019,11c14be1-13ce-48a1-bd33-0830cca9c4da,4142,5/6/2025
895538fa-56ff-4929-a1cc-e8ce4699da99,4d235a5a-2d75-4d08-a898-df4c1dec79be,d3a5488c-25f9-4dad-93b7-df54b25937b8,4643,12/3/2025
54424e49-aad5-4d4d-9402-fbb2078b555a,6e8b1f97-deac-44de-8219-6f1e6855a392,1b2529fc-0ef1-433b-9d87-a2df61c453fc,5404,2/17/2025
0bc53c46-720d-4d41-911a-cbc90332d29a,60d88702-94d4-4489-ae2a-049eaaa700e8,76c91bb9-8fc0-465c-8ec7-5716c05004a8,5799,9/9/2025
632ac30f-593f-4bc7-99fe-dc62f1b406f3,2206ae7f-356e-4a69-b793-e3fc310bcadd,11c14be1-13ce-48a1-bd33-0830cca9c4da,5894,7/19/2025
47a730ec-2ccc-4ef8-ae9b-d77d21ca06fd,eb87e509-ea0d-4e03-b4d3-511284c4bf04,a3d7486c-6628-42e7-8a54-f326ba5f6775,4354,3/5/2025
fac2720b-e91b-412e-a1c8-879adccd7468,c3e1f682-e192-4ba3-bc00-aabde16dd361,2cbb0044-f5b8-49fd-929b-9d2ef0526033,9619,10/16/2025
d01902dc-76f2-41fb-8380-1838223e40b8,cf584ea5-7ccb-4052-818e-bb06802ac4a5,11c14be1-13ce-48a1-bd33-0830cca9c4da,7305,4/11/2025
8f8f47bd-828f-481b-b35c-eb9c334deea9,440112be-e373-4141-9ec5-132eddcbab84,153ff855-cd4e-41f7-9232-d0d2c3a514a4,9498,9/24/2025
e1ebbcf2-4a1c-4d98-8b26-8cbe02e2885e,bb813c12-f0f8-491f-aab6-597f9a362e15,a155ec1d-c375-47e3-865a-e154f17a3ced,11275,9/22/2025
6581608a-956c-475b-b623-b611791ce56a,1c1ee6f3-fbe2-41dc-8bcd-01d9e5b856cb,a3d7486c-6628-42e7-8a54-f326ba5f6775,8056,7/6/2025
7ae64de5-b7ee-4943-9b6b-1727f140f70f,c6ee8879-100b-44d0-8fd0-c648f01bd009,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,12667,8/27/2025
a024a751-b382-40fa-a19e-c5756b8e1028,f987a007-9e58-4402-bed8-18b85f97553c,14de0956-48d5-4aac-a4ed-5353150ae13c,5185,2/28/2025
286f47d9-d79e-4248-b36e-7bd6d804dbc1,f7d51b23-7a1a-4c88-87c5-a9c0c81cad18,a3d7486c-6628-42e7-8a54-f326ba5f6775,4186,4/23/2025
e8e99def-37af-4d8e-b668-8b3ea0996523,143b566c-0ce9-41bc-9c5e-96425d9a9939,6043eaa5-7735-4261-bac1-d7410c96f034,4005,2/8/2025
0df3cc55-223b-44e4-8e80-6971acc8d4dc,53bf425b-f6d9-4e63-9d22-a87d75f28683,d3a5488c-25f9-4dad-93b7-df54b25937b8,3864,3/29/2025
b9d460b2-66a7-432b-9e59-4b83524980b9,6a2a9b68-7145-4a05-ba03-cd364b8624c1,6043eaa5-7735-4261-bac1-d7410c96f034,6847,5/6/2025
34a74076-e46c-4038-b9e9-0cfacd9fa808,fb1720e6-3c49-4d61-8bb2-e33f07174145,2cbb0044-f5b8-49fd-929b-9d2ef0526033,4759,10/21/2025
ca7b796f-6d04-4477-9259-940911cf5c0e,726aa3eb-6e0c-470f-8c14-45987ae3656d,ac285fd8-a4a1-40ac-8286-c8d6173f057a,4064,4/23/2025
c53de309-2dab-4ff4-88eb-54ea9f81bc27,c1b0fe75-b72d-49a3-bd39-ec709f4fdf10,a155ec1d-c375-47e3-865a-e154f17a3ced,5074,9/15/2025
05f70e1f-5777-4a95-9fa8-d968f308d584,a745e358-2ba9-4e8b-b8e4-1c8ca6eebe8c,5fb6ac68-bf51-41a0-a82f-a9a85e494079,4181,5/12/2025
6507112d-f25d-43f7-adf0-e41963bd3793,d0eea1d0-9f63-4103-88cd-c98e1e1c1019,5fb6ac68-bf51-41a0-a82f-a9a85e494079,4526,10/11/2025
7eaeae93-ea90-4786-af2c-42e090e51bb6,bde1b9fc-7ada-4820-9313-69ac4156a271,79929588-7af9-4046-a39a-52feee2415e4,10587,12/27/2024
98406f27-8f5b-4590-ae3a-6808f34ff2df,cd2328dc-5d15-4cab-805c-fdb5319e4c05,a155ec1d-c375-47e3-865a-e154f17a3ced,4771,6/13/2025
4e62f56a-412f-4212-a379-8e12ba0a668d,f7abe0ad-d6e7-4d26-9d78-4557eb7af944,11393531-e33a-4a41-a5d9-518cd668ba71,5865,3/10/2025
819b2078-d93d-40df-81aa-0b8f779c3e42,9b5a428c-3f00-450d-842b-f078f8e2879f,6dee7224-0cd4-405a-a0de-163ee91b0685,6839,12/7/2025
fadd0de8-07f0-464f-bbca-01b5c2b996cc,2206ae7f-356e-4a69-b793-e3fc310bcadd,ac285fd8-a4a1-40ac-8286-c8d6173f057a,5698,1/17/2025
f82221c5-da17-4ff0-a188-246861f30df0,f7d51b23-7a1a-4c88-87c5-a9c0c81cad18,14de0956-48d5-4aac-a4ed-5353150ae13c,4699,4/4/2025
3a8cfa52-763b-4858-9909-017ce0f305fd,5fdf658f-d499-4641-bd7a-d3fff393f1f9,bb62fb14-2fdc-4944-ac60-8a2d933d71aa,4212,7/5/2025
63523764-30c0-47e5-82d6-87ea92a5bb3a,8992be11-8eb7-4df6-bb39-eaf820e6012c,ac285fd8-a4a1-40ac-8286-c8d6173f057a,2070,9/28/2025
81e154ad-3f77-4ed5-a06c-4ae9d2fd2d7c,be21eec2-b6d7-4634-b0ae-800ef1eb2817,79929588-7af9-4046-a39a-52feee2415e4,5821,6/19/2025
19dddde6-0e38-46ed-897b-b20b9b73fd3b,c9d631ef-dd15-4652-be93-5137cadbb7fa,2cbb0044-f5b8-49fd-929b-9d2ef0526033,899,7/24/2025
58565588-01bc-445d-ace1-d2d2c01bf68e,e3c5e405-d9ab-441f-8597-c85cb4530169,6043eaa5-7735-4261-bac1-d7410c96f034,3146,9/23/2025
a8e0f503-f648-4d65-a71e-1268a995effc,a4f9149e-a8f9-469a-9a7d-d798d5195c37,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,3579,5/4/2025
06bcfcd1-11b8-41ad-b7f6-bd34860cf67f,13f58b05-6783-48d2-8db4-8e1b637ea740,5fb6ac68-bf51-41a0-a82f-a9a85e494079,7670,4/27/2025
40b7bf9e-4937-4dcf-9f40-0515841d80f8,ca8dcc04-94c4-4050-82c6-60f924459d9b,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,1813,11/28/2025
2dbb21c1-74c3-4cd3-9e45-2be2af1d53fd,f8b2a9fc-d380-42f1-8ccc-9ecd78589e60,6dee7224-0cd4-405a-a0de-163ee91b0685,3401,6/19/2025
c7c1d849-b5d0-4a0e-a39e-aa232c23f3e3,d9023073-4701-477f-a22c-bd45027b9727,153ff855-cd4e-41f7-9232-d0d2c3a514a4,6881,2/5/2025
6c870ed0-256d-4c05-bfde-ca3b6473bfdd,d0eea1d0-9f63-4103-88cd-c98e1e1c1019,153ff855-cd4e-41f7-9232-d0d2c3a514a4,3182,5/1/2025
0eb2fd4b-1b63-4c4e-80ec-080367775f65,ce421785-6840-47c9-92ab-e7bef07f585b,76c91bb9-8fc0-465c-8ec7-5716c05004a8,6022,3/16/2025
c398c8ce-2d94-496d-8171-8265a67adeac,2206ae7f-356e-4a69-b793-e3fc310bcadd,14de0956-48d5-4aac-a4ed-5353150ae13c,5061,11/1/2025
3eee2828-f82d-405d-8dce-168c21ac54d9,85ceac60-49e8-4b6a-b723-7d8e8a395c85,19bbe416-4c3e-4fc7-a43d-a3348f55a09e,5030,4/8/2025
005afa17-b66e-411c-b7e4-b10bd381c05d,f78aca2d-9159-438c-bc5c-1a5eb475856b,2cbb0044-f5b8-49fd-929b-9d2ef0526033,8195,1/21/2025
52fbe0a4-65be-4a86-8767-1d4bb2b73db0,2e2f3f47-a04b-4400-a750-3b6980f2c147,11393531-e33a-4a41-a5d9-518cd668ba71,1550,8/12/2025
099656a1-452c-45f8-93ac-41d565667f08,79aa8d4e-5b1c-444e-8325-dd9da4acf7d8,a155ec1d-c375-47e3-865a-e154f17a3ced,4034,1/26/2025
139373d1-3e8a-428b-bf94-71d77742b464,e0451fca-acba-4cb6-bfb0-838343a37b39,79929588-7af9-4046-a39a-52feee2415e4,7364,7/8/2025
274f2cad-095f-4ccf-bc89-a7beab9748ad,440112be-e373-4141-9ec5-132eddcbab84,5fb6ac68-bf51-41a0-a82f-a9a85e494079,9099,2/3/2025
341a1869-54b9-42d6-afb9-ac4ff90ff4ca,9c16ccfb-33b0-46e3-a86f-993b9402bd0e,11393531-e33a-4a41-a5d9-518cd668ba71,9737,4/13/2025
34271669-2b5c-4657-bfa2-a44797bf671e,7bb90c0b-968a-4123-bb1b-5090d9b61e1a,2cbb0044-f5b8-49fd-929b-9d2ef0526033,2980,6/16/2025
5ac1074c-3a7b-4861-8f47-20863f606ac1,79d1773a-dac9-479a-b0f0-c02b388946b8,11393531-e33a-4a41-a5d9-518cd668ba71,5569,1/8/2025
cced056f-64b5-4313-8c88-83d47e39da67,283a6912-b3dd-4ba2-b985-aa2a344d2406,a155ec1d-c375-47e3-865a-e154f17a3ced,1261,5/15/2025
11abad55-dee5-4402-b418-b7e7425a7d5f,14629463-c5c8-427f-b01e-4dd039501452,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,5969,1/5/2025
9f8ec28e-9cb6-43ff-805b-f416b91f6f8a,dd0ef440-2f39-4a72-99ba-40c579617aae,11393531-e33a-4a41-a5d9-518cd668ba71,5344,10/17/2025
49ad0713-2607-4040-ab51-7931281cb6bd,507fca07-2e1d-4b1f-93b7-625ae80843c7,1b2529fc-0ef1-433b-9d87-a2df61c453fc,2086,12/22/2024
05806e80-e60c-4c02-b651-63c21cee46b3,fad0fbd6-1563-4c23-a2b0-22a7bb89baf8,1b2529fc-0ef1-433b-9d87-a2df61c453fc,6531,9/2/2025
c3e75a11-661a-4193-acc1-f82591826b27,0b29a6ac-58e7-48a7-a819-0897bc0814be,d3a5488c-25f9-4dad-93b7-df54b25937b8,3000,7/18/2025
c2eb4835-5bbd-4b79-96dc-67f3d0b824f9,278d30e5-5a38-48ec-a969-726eca022654,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,9862,2/24/2025
da0bdd1a-a020-40d7-946d-d23584b3912d,e48aa82d-ae66-4347-ba19-11816e60bc79,79929588-7af9-4046-a39a-52feee2415e4,6092,1/14/2025
7a904af3-83a6-41e2-8c3d-7a868dbab546,0835d9c7-1090-4ec2-ad68-066ea3899e17,11c14be1-13ce-48a1-bd33-0830cca9c4da,7293,1/3/2025
2aa71ad9-b0f6-4ac5-8c72-aa7e7d57fe80,a745e358-2ba9-4e8b-b8e4-1c8ca6eebe8c,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,3797,3/25/2025
34e290e3-2a19-44a2-b24d-05fe8913fdbd,099716d9-56d3-42f1-98c5-fabd8ef8afed,153ff855-cd4e-41f7-9232-d0d2c3a514a4,3911,3/19/2025
32ae3357-7e34-4cfc-80d1-987a3a4bc461,5e9da4ef-41f6-47ff-9ef9-540530e6ffed,79929588-7af9-4046-a39a-52feee2415e4,7493,5/28/2025
094be0a5-18d1-493c-bac6-4b236cd97667,062ec88c-253d-4e0e-8a78-6cfa75db21d4,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,7803,10/24/2025
b25ff138-0032-4de0-b817-e0b47b333304,3b747f31-38b2-4f11-a550-89cccc2abbdd,2cbb0044-f5b8-49fd-929b-9d2ef0526033,2534,10/22/2025
51b5b681-5752-4e26-9907-bfa24b9cf6cc,099716d9-56d3-42f1-98c5-fabd8ef8afed,6dee7224-0cd4-405a-a0de-163ee91b0685,3820,5/14/2025
394e4eb8-299f-4189-8170-f0d2b17ad21b,6b67e040-258c-4fe1-9078-124e87bf328c,ac285fd8-a4a1-40ac-8286-c8d6173f057a,4128,11/4/2025
b48e340f-d086-41f6-a9e8-aa97c77b4d14,c7d3842e-2e0b-458a-86e5-9735cee1b0ab,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,1515,10/8/2025
066b26c3-42dc-4eba-a4db-30a1672be302,aeb306cd-24c4-41bb-94f8-ee38f8b0209c,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,7573,7/1/2025
97946505-9b03-43c3-9d05-349fd0a538ca,3c6e7155-6225-4d58-9e3e-a9d44ff5d99e,11393531-e33a-4a41-a5d9-518cd668ba71,4725,3/26/2025
e340da7b-1a29-44b4-af2c-a06c2d557dde,ccb02aa9-465d-4ca5-9221-b4a9b10226ed,153ff855-cd4e-41f7-9232-d0d2c3a514a4,5847,2/8/2025
86993449-48c6-4b0b-a171-6496c86df1b3,af30445c-1487-4697-a02a-07d3d0ebad3b,14de0956-48d5-4aac-a4ed-5353150ae13c,5621,11/17/2025
de599715-fd64-4a64-a614-d5265469fd6e,3157e8d8-7097-4013-a28d-0a97156dea48,a155ec1d-c375-47e3-865a-e154f17a3ced,5411,5/14/2025
1f9b6c21-1fc2-437e-b7ac-14a167dd3164,5b917e4b-f168-4b2e-acf4-39b3e9fdbc1d,de332974-fe7a-4fbc-8cfc-7ff5c02b7a02,4427,10/3/2025
e52139eb-c810-4394-90f0-95145652cc15,b2294934-5af7-4342-9a8c-8f2aa8b1400b,d3a5488c-25f9-4dad-93b7-df54b25937b8,3121,9/7/2025
2d6b7cfb-ff2e-4e19-99e2-685cc6627c23,915d2220-5d24-4b34-ae82-d018a98520da,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,5400,11/17/2025
20bb5a3a-d6a6-472c-ad7d-c9c2b55b58a5,b07cc8c6-a6ca-4180-81fb-7fdcffdefc4d,5fb6ac68-bf51-41a0-a82f-a9a85e494079,2322,1/11/2025
ec8ba55d-094d-458d-a937-f057351be6d9,6a2a9b68-7145-4a05-ba03-cd364b8624c1,14de0956-48d5-4aac-a4ed-5353150ae13c,6467,2/26/2025
f701eaf2-bfe1-41bb-8153-cd534f668f4a,720c177c-377a-446d-aa3c-bb6d247682a8,b921a687-1b4f-43a3-9fb6-ad8233b1e9ed,5029,11/6/2025
cca2ed10-1f66-4bc1-95f5-f9b12727a0f8,80eabc49-bd17-4ab0-87f0-b0991c71b0f3,0ebb62af-f47d-4c9f-a3ac-f41834e0a2b9,490,4/22/2025
5173fa0e-5b93-49ab-8e3f-3ac36e210f32,5032c23c-dca8-4739-9c7b-ed3dd607ffd9,6043eaa5-7735-4261-bac1-d7410c96f034,4877,7/28/2025
33ce53e4-c834-4272-98da-0c0d1a205335,75f34259-41e1-4e2e-9eb5-7de33b1c1285,153ff855-cd4e-41f7-9232-d0d2c3a514a4,8967,10/12/2025
fbc9356b-562d-4483-939d-fbb450b0d9f9,a2dcfcf7-abef-4189-b44f-ecf6e6fafd8a,11c14be1-13ce-48a1-bd33-0830cca9c4da,8289,6/4/2025
